Redshift,GR_Density,TCWT_Density
2.166666666666666430e+01,1.131483282972775006e-01,1.581332314481761203e-01
2.164164164164164106e+01,1.131637778094681385e-01,1.579860089257156819e-01
2.161661661661661782e+01,1.131792636275891911e-01,1.578381078460664999e-01
2.159159159159159103e+01,1.131947858796226863e-01,1.576895260060263149e-01
2.156656656656656423e+01,1.132103446941521707e-01,1.575402612011311820e-01
2.154154154154154099e+01,1.132259402003663179e-01,1.573903112257483972e-01
2.151651651651651775e+01,1.132415725280625368e-01,1.572396738731706711e-01
2.149149149149149096e+01,1.132572418076504550e-01,1.570883469357123863e-01
2.146646646646646417e+01,1.132729481701556379e-01,1.569363282048070740e-01
2.144144144144144093e+01,1.132886917472230998e-01,1.567836154711066965e-01
2.141641641641641769e+01,1.133044726711210926e-01,1.566302065245828712e-01
2.139139139139139090e+01,1.133202910747447556e-01,1.564760991546292890e-01
2.136636636636636410e+01,1.133361470916197516e-01,1.563212911501662417e-01
2.134134134134134086e+01,1.133520408559061110e-01,1.561657802997468703e-01
2.131631631631631763e+01,1.133679725024019369e-01,1.560095643916649677e-01
2.129129129129129083e+01,1.133839421665472635e-01,1.558526412140647521e-01
2.126626626626626404e+01,1.133999499844277614e-01,1.556950085550524443e-01
2.124124124124124080e+01,1.134159960927786925e-01,1.555366642028096769e-01
2.121621621621621756e+01,1.134320806289887545e-01,1.553776059457087078e-01
2.119119119119119077e+01,1.134482037311039804e-01,1.552178315724295765e-01
2.116616616616616398e+01,1.134643655378317073e-01,1.550573388720792034e-01
2.114114114114114074e+01,1.134805661885444350e-01,1.548961256343124593e-01
2.111611611611611750e+01,1.134968058232839194e-01,1.547341896494549562e-01
2.109109109109109070e+01,1.135130845827651280e-01,1.545715287086281975e-01
2.106606606606606391e+01,1.135294026083803476e-01,1.544081406038765314e-01
2.104104104104104067e+01,1.135457600422031810e-01,1.542440231282962704e-01
2.101601601601601743e+01,1.135621570269927105e-01,1.540791740761665585e-01
2.099099099099099064e+01,1.135785937061976059e-01,1.539135912430828479e-01
2.096596596596596385e+01,1.135950702239603427e-01,1.537472724260922352e-01
2.094094094094094061e+01,1.136115867251212413e-01,1.535802154238306849e-01
2.091591591591591737e+01,1.136281433552229214e-01,1.534124180366630841e-01
2.089089089089089057e+01,1.136447402605143681e-01,1.532438780668248235e-01
2.086586586586586378e+01,1.136613775879553173e-01,1.530745933185662933e-01
2.084084084084084054e+01,1.136780554852205305e-01,1.529045615982988493e-01
2.081581581581581730e+01,1.136947741007041518e-01,1.527337807147439996e-01
2.079079079079079051e+01,1.137115335835241076e-01,1.525622484790840894e-01
2.076576576576576372e+01,1.137283340835265472e-01,1.523899627051157890e-01
2.074074074074074048e+01,1.137451757512901590e-01,1.522169212094061641e-01
2.071571571571571724e+01,1.137620587381307918e-01,1.520431218114504379e-01
2.069069069069069045e+01,1.137789831961059650e-01,1.518685623338331125e-01
2.066566566566566365e+01,1.137959492780192261e-01,1.516932406023907554e-01
2.064064064064064041e+01,1.138129571374249943e-01,1.515171544463780329e-01
2.061561561561561717e+01,1.138300069286329735e-01,1.513403016986357152e-01
2.059059059059059038e+01,1.138470988067128431e-01,1.511626801957614286e-01
2.056556556556556359e+01,1.138642329274990594e-01,1.509842877782834603e-01
2.054054054054054035e+01,1.138814094475953387e-01,1.508051222908363964e-01
2.051551551551551711e+01,1.138986285243795971e-01,1.506251815823401730e-01
2.049049049049049032e+01,1.139158903160087388e-01,1.504444635061815694e-01
2.046546546546546352e+01,1.139331949814232497e-01,1.502629659203982837e-01
2.044044044044044028e+01,1.139505426803523735e-01,1.500806866878662549e-01
2.041541541541541704e+01,1.139679335733187471e-01,1.498976236764891223e-01
2.039039039039039025e+01,1.139853678216434657e-01,1.497137747593914325e-01
2.036536536536536346e+01,1.140028455874509822e-01,1.495291378151138995e-01
2.034034034034034022e+01,1.140203670336741582e-01,1.493437107278121900e-01
2.031531531531531698e+01,1.140379323240592324e-01,1.491574913874583463e-01
2.029029029029029019e+01,1.140555416231710251e-01,1.489704776900453997e-01
2.026526526526526339e+01,1.140731950963978641e-01,1.487826675377950381e-01
2.024024024024024015e+01,1.140908929099569147e-01,1.485940588393681316e-01
2.021521521521521692e+01,1.141086352308992719e-01,1.484046495100788121e-01
2.019019019019019012e+01,1.141264222271152762e-01,1.482144374721112712e-01
2.016516516516516333e+01,1.141442540673396344e-01,1.480234206547399456e-01
2.014014014014014009e+01,1.141621309211568874e-01,1.478315969945533104e-01
2.011511511511511685e+01,1.141800529590066698e-01,1.476389644356801978e-01
2.009009009009009006e+01,1.141980203521891640e-01,1.474455209300202241e-01
2.006506506506506327e+01,1.142160332728704292e-01,1.472512644374770197e-01
2.004004004004004003e+01,1.142340918940880079e-01,1.470561929261953726e-01
2.001501501501501679e+01,1.142521963897563109e-01,1.468603043728012592e-01
1.998998998998998999e+01,1.142703469346722511e-01,1.466635967626460646e-01
1.996496496496496320e+01,1.142885437045208646e-01,1.464660680900537193e-01
1.993993993993993996e+01,1.143067868758808336e-01,1.462677163585718310e-01
1.991491491491491672e+01,1.143250766262303292e-01,1.460685395812263698e-01
1.988988988988988993e+01,1.143434131339525761e-01,1.458685357807798511e-01
1.986486486486486314e+01,1.143617965783417650e-01,1.456677029899935416e-01
1.983983983983983990e+01,1.143802271396087838e-01,1.454660392518933865e-01
1.981481481481481666e+01,1.143987049988870464e-01,1.452635426200394597e-01
1.978978978978978986e+01,1.144172303382385708e-01,1.450602111587998566e-01
1.976476476476476307e+01,1.144358033406596697e-01,1.448560429436277497e-01
1.973973973973973983e+01,1.144544241900871673e-01,1.446510360613433577e-01
1.971471471471471659e+01,1.144730930714043249e-01,1.444451886104190785e-01
1.968968968968968980e+01,1.144918101704469893e-01,1.442384987012690911e-01
1.966466466466466301e+01,1.145105756740096847e-01,1.440309644565433700e-01
1.963963963963963977e+01,1.145293897698518165e-01,1.438225840114251697e-01
1.961461461461461653e+01,1.145482526467038742e-01,1.436133555139333384e-01
1.958958958958958974e+01,1.145671644942737599e-01,1.434032771252285732e-01
1.956456456456456294e+01,1.145861255032530751e-01,1.431923470199244763e-01
1.953953953953953970e+01,1.146051358653234903e-01,1.429805633864023318e-01
1.951451451451451646e+01,1.146241957731632538e-01,1.427679244271308212e-01
1.948948948948948967e+01,1.146433054204535340e-01,1.425544283589899597e-01
1.946446446446446288e+01,1.146624650018851083e-01,1.423400734136001378e-01
1.943943943943943964e+01,1.146816747131647329e-01,1.421248578376548555e-01
1.941441441441441640e+01,1.147009347510219712e-01,1.419087798932589517e-01
1.938938938938938961e+01,1.147202453132157851e-01,1.416918378582710525e-01
1.936436436436436281e+01,1.147396065985412800e-01,1.414740300266514039e-01
1.933933933933933957e+01,1.147590188068364769e-01,1.412553547088137573e-01
1.931431431431431278e+01,1.147784821389891824e-01,1.410358102319825557e-01
1.928928928928928599e+01,1.147979967969438020e-01,1.408153949405553940e-01
1.926426426426426275e+01,1.148175629837084460e-01,1.405941071964701139e-01
1.923923923923923951e+01,1.148371809033617991e-01,1.403719453795769234e-01
1.921421421421421272e+01,1.148568507610601697e-01,1.401489078880159556e-01
1.918918918918918592e+01,1.148765727630447347e-01,1.399249931386000179e-01
1.916416416416416268e+01,1.148963471166485339e-01,1.397001995672023933e-01
1.913913913913913944e+01,1.149161740303039220e-01,1.394745256291502478e-01
1.911411411411411265e+01,1.149360537135495630e-01,1.392479697996231169e-01
1.908908908908908586e+01,1.149559863770380636e-01,1.390205305740574437e-01
1.906406406406406262e+01,1.149759722325431471e-01,1.387922064685560286e-01
1.903903903903903938e+01,1.149960114929673011e-01,1.385629960203033917e-01
1.901401401401401259e+01,1.150161043723491039e-01,1.383328977879869637e-01
1.898898898898898580e+01,1.150362510858709691e-01,1.381019103522236613e-01
1.896396396396396256e+01,1.150564518498667366e-01,1.378700323159927077e-01
1.893893893893893932e+01,1.150767068818293049e-01,1.376372623050740318e-01
1.891391391391391252e+01,1.150970164004185003e-01,1.374035989684925796e-01
1.888888888888888573e+01,1.151173806254688209e-01,1.371690409789689258e-01
1.886386386386386249e+01,1.151377997779973461e-01,1.369335870333762140e-01
1.883883883883883925e+01,1.151582740802117588e-01,1.366972358532022314e-01
1.881381381381381246e+01,1.151788037555182553e-01,1.364599861850191165e-01
1.878878878878878567e+01,1.151993890285296918e-01,1.362218368009583958e-01
1.876376376376376243e+01,1.152200301250737163e-01,1.359827864991930979e-01
1.873873873873873919e+01,1.152407272722009712e-01,1.357428341044255582e-01
1.871371371371371239e+01,1.152614806981934054e-01,1.355019784683826056e-01
1.868868868868868560e+01,1.152822906325725594e-01,1.352602184703172727e-01
1.866366366366366236e+01,1.153031573061080589e-01,1.350175530175165561e-01
1.863863863863863912e+01,1.153240809508260523e-01,1.347739810458167264e-01
1.861361361361361233e+01,1.153450618000177591e-01,1.345295015201251054e-01
1.858858858858858554e+01,1.153661000882481025e-01,1.342841134349493093e-01
1.856356356356356230e+01,1.153871960513643824e-01,1.340378158149328203e-01
1.853853853853853906e+01,1.154083499265051299e-01,1.337906077153982187e-01
1.851351351351351227e+01,1.154295619521088084e-01,1.335424882228975485e-01
1.848848848848848547e+01,1.154508323679228204e-01,1.332934564557698154e-01
1.846346346346346223e+01,1.154721614150124309e-01,1.330435115647063404e-01
1.843843843843843899e+01,1.154935493357698573e-01,1.327926527333228579e-01
1.841341341341341220e+01,1.155149963739234009e-01,1.325408791787398011e-01
1.838838838838838541e+01,1.155365027745466899e-01,1.322881901521700820e-01
1.836336336336336217e+01,1.155580687840677828e-01,1.320345849395146154e-01
1.833833833833833893e+01,1.155796946502788275e-01,1.317800628619655856e-01
1.831331331331331214e+01,1.156013806223452206e-01,1.315246232766177359e-01
1.828828828828828534e+01,1.156231269508152526e-01,1.312682655770877893e-01
1.826326326326326210e+01,1.156449338876296973e-01,1.310109891941419746e-01
1.823823823823823886e+01,1.156668016861314707e-01,1.307527935963312682e-01
1.821321321321321207e+01,1.156887306010753735e-01,1.304936782906359893e-01
1.818818818818818528e+01,1.157107208886379718e-01,1.302336428231178900e-01
1.816316316316316204e+01,1.157327728064274225e-01,1.299726867795810703e-01
1.813813813813813880e+01,1.157548866134935905e-01,1.297108097862416098e-01
1.811311311311311201e+01,1.157770625703380685e-01,1.294480115104058027e-01
1.808808808808808521e+01,1.157993009389243211e-01,1.291842916611572467e-01
1.806306306306306197e+01,1.158216019826880383e-01,1.289196499900529536e-01
1.803803803803803874e+01,1.158439659665473631e-01,1.286540862918279515e-01
1.801301301301301194e+01,1.158663931569133693e-01,1.283876004051099917e-01
1.798798798798798515e+01,1.158888838217006223e-01,1.281201922131426363e-01
1.796296296296296191e+01,1.159114382303377405e-01,1.278518616445180611e-01
1.793793793793793867e+01,1.159340566537780393e-01,1.275826086739189902e-01
1.791291291291291188e+01,1.159567393645104527e-01,1.273124333228707883e-01
1.788788788788788509e+01,1.159794866365702615e-01,1.270413356605026300e-01
1.786286286286286185e+01,1.160022987455501808e-01,1.267693158043187995e-01
1.783783783783783861e+01,1.160251759686113382e-01,1.264963739209795379e-01
1.781281281281281181e+01,1.160481185844945418e-01,1.262225102270923827e-01
1.778778778778778502e+01,1.160711268735313412e-01,1.259477249900130824e-01
1.776276276276276178e+01,1.160942011176556155e-01,1.256720185286572256e-01
1.773773773773773854e+01,1.161173416004148556e-01,1.253953912143218330e-01
1.771271271271271175e+01,1.161405486069817528e-01,1.251178434715176924e-01
1.768768768768768496e+01,1.161638224241658551e-01,1.248393757788120867e-01
1.766266266266266172e+01,1.161871633404252951e-01,1.245599886696823894e-01
1.763763763763763848e+01,1.162105716458786547e-01,1.242796827333803172e-01
1.761261261261261168e+01,1.162340476323168725e-01,1.239984586158071195e-01
1.758758758758758489e+01,1.162575915932153869e-01,1.237163170204002294e-01
1.756256256256256165e+01,1.162812038237461404e-01,1.234332587090304773e-01
1.753753753753753841e+01,1.163048846207899861e-01,1.231492845029111827e-01
1.751251251251251162e+01,1.163286342829490255e-01,1.228643952835181408e-01
1.748748748748748483e+01,1.163524531105589316e-01,1.225785919935219320e-01
1.746246246246246159e+01,1.163763414057017720e-01,1.222918756377312094e-01
1.743743743743743835e+01,1.164002994722185130e-01,1.220042472840480452e-01
1.741241241241241156e+01,1.164243276157219120e-01,1.217157080644354211e-01
1.738738738738738476e+01,1.164484261436093959e-01,1.214262591758967225e-01
1.736236236236236152e+01,1.164725953650761342e-01,1.211359018814672922e-01
1.733733733733733828e+01,1.164968355911280978e-01,1.208446375112184890e-01
1.731231231231231149e+01,1.165211471345954097e-01,1.205524674632742349e-01
1.728728728728728470e+01,1.165455303101456397e-01,1.202593932048401787e-01
1.726226226226226146e+01,1.165699854342973629e-01,1.199654162732457230e-01
1.723723723723723822e+01,1.165945128254337049e-01,1.196705382769985976e-01
1.721221221221221143e+01,1.166191128038161495e-01,1.193747608968528523e-01
1.718718718718718463e+01,1.166437856915982646e-01,1.190780858868900893e-01
1.716216216216216139e+01,1.166685318128398291e-01,1.187805150756137407e-01
1.713713713713713815e+01,1.166933514935208499e-01,1.184820503670568209e-01
1.711211211211211136e+01,1.167182450615557587e-01,1.181826937419034468e-01
1.708708708708708457e+01,1.167432128468077757e-01,1.178824472586242622e-01
1.706206206206206133e+01,1.167682551811035085e-01,1.175813130546255608e-01
1.703703703703703809e+01,1.167933723982473027e-01,1.172792933474122168e-01
1.701201201201201130e+01,1.168185648340362842e-01,1.169763904357652567e-01
1.698698698698698450e+01,1.168438328262749598e-01,1.166726067009338369e-01
1.696196196196196126e+01,1.168691767147903848e-01,1.163679446078413615e-01
1.693693693693693803e+01,1.168945968414472347e-01,1.160624067063061732e-01
1.691191191191191123e+01,1.169200935501630706e-01,1.157559956322776057e-01
1.688688688688688444e+01,1.169456671869238129e-01,1.154487141090866920e-01
1.686186186186186120e+01,1.169713180997992014e-01,1.151405649487119293e-01
1.683683683683683796e+01,1.169970466389585462e-01,1.148315510530601991e-01
1.681181181181181117e+01,1.170228531566865071e-01,1.145216754152633826e-01
1.678678678678678438e+01,1.170487380073991224e-01,1.142109411209908526e-01
1.676176176176176114e+01,1.170747015476598929e-01,1.138993513497768978e-01
1.673673673673673790e+01,1.171007441361960749e-01,1.135869093763647308e-01
1.671171171171171110e+01,1.171268661339150419e-01,1.132736185720661648e-01
1.668668668668668431e+01,1.171530679039208822e-01,1.129594824061380259e-01
1.666166166166166107e+01,1.171793498115310944e-01,1.126445044471744011e-01
1.663663663663663783e+01,1.172057122242934624e-01,1.123286883645157747e-01
1.661161161161161104e+01,1.172321555120031250e-01,1.120120379296747348e-01
1.658658658658658425e+01,1.172586800467196461e-01,1.116945570177789587e-01
1.656156156156156101e+01,1.172852862027843890e-01,1.113762496090305171e-01
1.653653653653653777e+01,1.173119743568380724e-01,1.110571197901832063e-01
1.651151151151151097e+01,1.173387448878383393e-01,1.107371717560366314e-01
1.648648648648648418e+01,1.173655981770776180e-01,1.104164098109484821e-01
1.646146146146146094e+01,1.173925346082010518e-01,1.100948383703640177e-01
1.643643643643643770e+01,1.174195545672247487e-01,1.097724619623635101e-01
1.641141141141141091e+01,1.174466584425539750e-01,1.094492852292281437e-01
1.638638638638638412e+01,1.174738466250016961e-01,1.091253129290239432e-01
1.636136136136136088e+01,1.175011195078072418e-01,1.088005499372041440e-01
1.633633633633633764e+01,1.175284774866550974e-01,1.084750012482297576e-01
1.631131131131131085e+01,1.175559209596939853e-01,1.081486719772098426e-01
1.628628628628628405e+01,1.175834503275559328e-01,1.078215673615599002e-01
1.626126126126126081e+01,1.176110659933757019e-01,1.074936927626799210e-01
1.623623623623623757e+01,1.176387683628103420e-01,1.071650536676510140e-01
1.621121121121121078e+01,1.176665578440588694e-01,1.068356556909525745e-01
1.618618618618618399e+01,1.176944348478822233e-01,1.065055045761983121e-01
1.616116116116116075e+01,1.177223997876233191e-01,1.061746061978923877e-01
1.613613613613613751e+01,1.177504530792273657e-01,1.058429665632054234e-01
1.611111111111111072e+01,1.177785951412623211e-01,1.055105918137709681e-01
1.608608608608608392e+01,1.178068263949396122e-01,1.051774882275021833e-01
1.606106106106106068e+01,1.178351472641348957e-01,1.048436622204292068e-01
1.603603603603603744e+01,1.178635581754092221e-01,1.045091203485567916e-01
1.601101101101101065e+01,1.178920595580302821e-01,1.041738693097436635e-01
1.598598598598598564e+01,1.179206518439938622e-01,1.038379159456022244e-01
1.596096096096096062e+01,1.179493354680454520e-01,1.035012672434200698e-01
1.593593593593593560e+01,1.179781108677022544e-01,1.031639303381025330e-01
1.591091091091091059e+01,1.180069784832751129e-01,1.028259125141371272e-01
1.588588588588588557e+01,1.180359387578909652e-01,1.024872212075799566e-01
1.586086086086086056e+01,1.180649921375152012e-01,1.021478640080637490e-01
1.583583583583583554e+01,1.180941390709745742e-01,1.018078486608281624e-01
1.581081081081081052e+01,1.181233800099799058e-01,1.014671830687727538e-01
1.578578578578578551e+01,1.181527154091494697e-01,1.011258752945322359e-01
1.576076076076076049e+01,1.181821457260322783e-01,1.007839335625744792e-01
1.573573573573573547e+01,1.182116714211317032e-01,1.004413662613213576e-01
1.571071071071071046e+01,1.182412929579292893e-01,1.000981819452926580e-01
1.568568568568568544e+01,1.182710108029089158e-01,9.975438933727379109e-02
1.566066066066066043e+01,1.183008254255810549e-01,9.940999733050606690e-02
1.563563563563563541e+01,1.183307372985072797e-01,9.906501499090111795e-02
1.561061061061061039e+01,1.183607468973250643e-01,9.871945155927880355e-02
1.558558558558558538e+01,1.183908547007728740e-01,9.837331645362973331e-02
1.556056056056056036e+01,1.184210611907153404e-01,9.802661927140109144e-02
1.553553553553553535e+01,1.184513668521688379e-01,9.767936979180710799e-02
1.551051051051051033e+01,1.184817721733272267e-01,9.733157797816416323e-02
1.548548548548548531e+01,1.185122776455878324e-01,9.698325398025046951e-02
1.546046046046046030e+01,1.185428837635777999e-01,9.663440813669041396e-02
1.543543543543543528e+01,1.185735910251805719e-01,9.628505097736395069e-02
1.541041041041041026e+01,1.186043999315626873e-01,9.593519322584118103e-02
1.538538538538538525e+01,1.186353109872008704e-01,9.558484580184246904e-02
1.536036036036036023e+01,1.186663246999092314e-01,9.523401982372353691e-02
1.533533533533533522e+01,1.186974415808670913e-01,9.488272661098659522e-02
1.531031031031031020e+01,1.187286621446466683e-01,9.453097768681713309e-02
1.528528528528528518e+01,1.187599869092412636e-01,9.417878478064677095e-02
1.526026026026026017e+01,1.187914163960936825e-01,9.382615983074206467e-02
1.523523523523523515e+01,1.188229511301250318e-01,9.347311498681948327e-02
1.521021021021021014e+01,1.188545916397635988e-01,9.311966261268707357e-02
1.518518518518518512e+01,1.188863384569742165e-01,9.276581528891275630e-02
1.516016016016016010e+01,1.189181921172877687e-01,9.241158581551867091e-02
1.513513513513513509e+01,1.189501531598311790e-01,9.205698721470306767e-02
1.511011011011011007e+01,1.189822221273574981e-01,9.170203273358874807e-02
1.508508508508508505e+01,1.190143995662764215e-01,9.134673584699894155e-02
1.506006006006006004e+01,1.190466860266850696e-01,9.099111026025998028e-02
1.503503503503503325e+01,1.190790820623990609e-01,9.063516991203168782e-02
1.501001001001000823e+01,1.191115882309840002e-01,9.027892897716512099e-02
1.498498498498498321e+01,1.191442050937871200e-01,8.992240186958801174e-02
1.495995995995995820e+01,1.191769332159694494e-01,8.956560324521761762e-02
1.493493493493493318e+01,1.192097731665380800e-01,8.920854800490175818e-02
1.490990990990990817e+01,1.192427255183789447e-01,8.885125129738759286e-02
1.488488488488488315e+01,1.192757908482898199e-01,8.849372852231845998e-02
1.485985985985985813e+01,1.193089697370137980e-01,8.813599533325874869e-02
1.483483483483483312e+01,1.193422627692729138e-01,8.777806764074722046e-02
1.480980980980980810e+01,1.193756705338022278e-01,8.741996161537818333e-02
1.478478478478478308e+01,1.194091936233843687e-01,8.706169369091158738e-02
1.475975975975975807e+01,1.194428326348840746e-01,8.670328056741102851e-02
1.473473473473473305e+01,1.194765881692835541e-01,8.634473921441071509e-02
1.470970970970970804e+01,1.195104608317179296e-01,8.598608687411071760e-02
1.468468468468468302e+01,1.195444512315109731e-01,8.562734106460065386e-02
1.465965965965965800e+01,1.195785599822115075e-01,8.526851958311267021e-02
1.463463463463463299e+01,1.196127877016298913e-01,8.490964050930241425e-02
1.460960960960960797e+01,1.196471350118751414e-01,8.455072220855922027e-02
1.458458458458458296e+01,1.196816025393921956e-01,8.419178333534470260e-02
1.455955955955955794e+01,1.197161909149997011e-01,8.383284283656039504e-02
1.453453453453453292e+01,1.197509007739282344e-01,8.347391995494396477e-02
1.450950950950950791e+01,1.197857327558588258e-01,8.311503423249420874e-02
1.448448448448448289e+01,1.198206875049618869e-01,8.275620551392470770e-02
1.445945945945945788e+01,1.198557656699367063e-01,8.239745395014677620e-02
1.443443443443443286e+01,1.198909679040510989e-01,8.203880000177998788e-02
1.440940940940940784e+01,1.199262948651816790e-01,8.168026444269253783e-02
1.438438438438438283e+01,1.199617472158545362e-01,8.132186836356933290e-02
1.435935935935935781e+01,1.199973256232862301e-01,8.096363317550905880e-02
1.433433433433433279e+01,1.200330307594253409e-01,8.060558061364954396e-02
1.430930930930930778e+01,1.200688633009943107e-01,8.024773274082147578e-02
1.428428428428428276e+01,1.201048239295320619e-01,7.989011195123044140e-02
1.425925925925925775e+01,1.201409133314365330e-01,7.953274097416698774e-02
1.423423423423423273e+01,1.201771321980081852e-01,7.917564287774489507e-02
1.420920920920920771e+01,1.202134812254936902e-01,7.881884107266703965e-02
1.418418418418418270e+01,1.202499611151301856e-01,7.846235931601926172e-02
1.415915915915915768e+01,1.202865725731898650e-01,7.810622171509168377e-02
1.413413413413413267e+01,1.203233163110253578e-01,7.775045273122738188e-02
1.410910910910910765e+01,1.203601930451152352e-01,7.739507718369800782e-02
1.408408408408408263e+01,1.203972034971102084e-01,7.704012025360693072e-02
1.405905905905905762e+01,1.204343483938798143e-01,7.668560748781844127e-02
1.403403403403403260e+01,1.204716284675596133e-01,7.633156480291385104e-02
1.400900900900900758e+01,1.205090444555987350e-01,7.597801848917370982e-02
1.398398398398398257e+01,1.205465971008082421e-01,7.562499521458579399e-02
1.395895895895895933e+01,1.205842871514096748e-01,7.527252202887871335e-02
1.393393393393393254e+01,1.206221153610844699e-01,7.492062636758121952e-02
1.390890890890890930e+01,1.206600824890236012e-01,7.456933605610582827e-02
1.388388388388388250e+01,1.206981892999780537e-01,7.421867931385740802e-02
1.385885885885885926e+01,1.207364365643095044e-01,7.386868475836591563e-02
1.383383383383383247e+01,1.207748250580420318e-01,7.351938140944275224e-02
1.380880880880880923e+01,1.208133555629138656e-01,7.317079869336072517e-02
1.378378378378378244e+01,1.208520288664301917e-01,7.282296644705670008e-02
1.375875875875875920e+01,1.208908457619160964e-01,7.247591492235669342e-02
1.373373373373373241e+01,1.209298070485704812e-01,7.212967479022289186e-02
1.370870870870870917e+01,1.209689135315203945e-01,7.178427714502216839e-02
1.368368368368368237e+01,1.210081660218758765e-01,7.143975350881523467e-02
1.365865865865865914e+01,1.210475653367855814e-01,7.109613583566613826e-02
1.363363363363363234e+01,1.210871122994930105e-01,7.075345651597145236e-02
1.360860860860860910e+01,1.211268077393932024e-01,7.041174838080828391e-02
1.358358358358358231e+01,1.211666524920902710e-01,7.007104470630057258e-02
1.355855855855855907e+01,1.212066473994554694e-01,6.973137921800351413e-02
1.353353353353353228e+01,1.212467933096858658e-01,6.939278609530383224e-02
1.350850850850850904e+01,1.212870910773638511e-01,6.905529997583764734e-02
1.348348348348348225e+01,1.213275415635170634e-01,6.871895595992177919e-02
1.345845845845845901e+01,1.213681456356792837e-01,6.838378961500156394e-02
1.343343343343343221e+01,1.214089041679517894e-01,6.804983698011043969e-02
1.340840840840840897e+01,1.214498180410653883e-01,6.771713457034372885e-02
1.338338338338338218e+01,1.214908881424434650e-01,6.738571938134288453e-02
1.335835835835835894e+01,1.215321153662653891e-01,6.705562889379179659e-02
